address,lendedUsd,nbOfLiquidations,usdLostToLiquidations
0x446a…f504,495.29356298516495,0,0
0x446f…f8be,2109.958780196525,4,1198.7794244239587
0x4478…7f44,16400.983039227664,1,408.7646248393446
0x4484…8607,5237.502785844683,0,0
0x4493…94e8,436.60022532995,5,275.5375528248531
0x44a0…ad05,1146.6159987437138,7,326.5064651263368
0x44a7…49be,3301.957086567766,0,0
0x44b1…5992,8031.406410298912,0,0
0x44c8…3833,146493.63130423843,0,0
0x44db…c5e2,76019.35425628902,0,0
0x44de…eb07,146.4727989328547,0,0
0x44e8…3b1d,5863847.468876108,0,0
0x44e9…b5b2,989.3874089999999,0,0
0x44f6…6b4a,4837.367131821778,0,0
0x44fb…2f26,305.99603712982275,7,951.7453113711526
0x4500…09d2,154.56952798855872,0,0
0x450a…2fb9,147294.12236080668,1,8156.734587995022
0x4513…1b6c,323267.6424988926,0,0
0x451a…9b51,129419.40417072125,0,0
0x4523…5270,22187.407241135257,0,0
0x452f…5da9,11057.696983522574,4,399.72129779836536
0x4532…892d,500.02169299999997,0,0
0x454a…23a8,119.26535801028129,0,0
0x454e…2ae2,4526.412335999999,0,0
0x455a…02ec,103811.67809852614,0,0
0x455f…435d,602.6071682986174,0,0
0x456d…1a48,557.3898230747483,3,231.97791362341772
0x456e…70dc,281499.8075193242,0,0
0x458c…80c1,19005.977949767414,0,0
0x4592…86fe,1780.9770248942139,0,0
0x459c…c6d4,295147.3049504333,2,15178.822224441623
0x45bd…e9cd,1176.5568497609686,0,0
0x45c2…f6fa,171045.3756315617,0,0
0x45ce…c5da,6544.92160934422,0,0
0x45d3…3773,45492.27663958883,3,10409.9988673275
0x4602…6aed,25049.06578375405,0,0
0x4608…2f86,24969.716993541315,0,0
0x4622…d259,219049.3963223104,0,0
0x4626…9a13,1073.136053134524,0,0
0x4628…7231,983.9833845729328,0,0
0x4644…8a62,152309.31210718286,0,0
0x465f…1a29,464.87173568179117,0,0
0x466a…e1f3,125673.76058620325,0,0
0x466b…31fb,17337.442658078133,0,0
0x4671…29b6,102.62162286125297,2,9.8459028675
0x4676…57a4,264.27795543867114,5,210.89415304860728
0x4681…759e,160.20025889300348,0,0
0x4688…a9ca,165.0978543283883,0,0
0x4691…d829,158.35660548949554,2,37.09341515352109
0x469d…b7fe,1047.0244707040476,0,0
0x469d…555f,20594.14340175153,0,0
0x46a5…08ee,2476.4678149258243,0,0
0x46a9…09a8,44810.51996337013,0,0
0x46c1…b218,6000,0,0
0x46ca…c064,33019.57086567766,0,0
0x46d5…fda8,30463.36540226681,0,0
0x46d5…758e,156883.8608953185,0,0
0x46e4…81fc,2476467.8149258248,0,0
0x46eb…807a,1153427.0601943764,0,0
0x46ee…2af7,237.47565560429652,0,0
0x46ff…5ab1,751.195601376215,2,52.348925317500004
0x4702…c2e5,28461.936812591004,0,0
0x470c…cf19,57597.76763932733,0,0
0x4714…23ae,129.3956938417365,0,0
0x4715…a158,42954.497969636075,0,0
0x472d…4c66,525484.39812,0,0
0x472e…2293,2806.6635235826016,0,0
0x4732…d1d2,10006.674820157448,0,0
0x4738…4295,160469.96581311466,0,0
0x4739…8be1,2894.4036308690947,0,0
0x4739…992c,8837.795260927625,0,0
0x473d…ce31,2889.2299404752252,0,0
0x4741…e0a3,4567817.912761153,0,0
0x4751…cd9a,21511.913974674673,0,0
0x4757…f91f,157.537089896956,21,945.7008795285149
0x476d…0d5b,45415.22117052187,0,0
0x4774…3068,1320.7828346271065,0,0
0x4782…4177,165.0978543283883,0,0
0x478b…b547,29999.999767999998,0,0
0x478f…73fd,1677.019763001456,0,0
0x479d…f605,252.62036256545574,1,10.192668357725
0x47a1…a49e,5965.127994505359,0,0
0x47ab…4781,17457695.655394983,1,146613.51131117615
0x47af…3435,144.37624519124628,6,311.66564406150553
0x47b4…3377,1282.7470811786234,8,799.9247845896595
0x47b5…1eb0,3687.840297970264,0,0
0x47d0…779d,1320.7828346271065,0,0
0x47d0…042e,180.42816330623472,0,0
0x47d7…2920,739.4782195056765,0,0
0x47e1…12db,3686244.5492513003,0,0
0x47f8…eafd,127193.30408560883,0,0
0x480f…578b,2245.191963917023,2,383.07646182337163
0x4811…87cb,116.40072910279362,4,54.895777093575006
0x4812…3c05,18279.647037440518,0,0
0x4812…995d,101529.39559646367,0,0
0x4818…d64c,4952.935629851649,0,0
0x4819…b820,33715.77122495639,0,0
0x482c…a230,3055.022947917693,3,323.1140891191214
0x482c…2143,125.7162933291181,0,0
0x4834…123a,439.0105188711312,0,0
0x4836…67ce,8189.127487899629,0,0
0x4846…53e1,225.18214256030606,0,0
0x485b…97ab,1660.622605266075,7,5882.6658804160525
0x485f…390f,6147.1387623037,0,0
0x4863…f228,227529.58646915492,0,0
0x4863…19c3,19628.03193902148,0,0
0x4872…7f7c,49445.62151678635,0,0
0x4879…c6ca,2047.2195534027862,7,1201.3483117646983
0x4890…922e,62145.08427685384,0,0
0x48a2…d2bb,2941.9255695686224,0,0
0x48aa…3dfa,9130.366467576907,0,0
0x48b2…a9cf,338.37725320303446,0,0
0x48b5…1d53,1778.0232528694933,9,21149.906513000285
0x48be…9c4b,1857.122284357512,0,0
0x48c9…01fe,157.59339245498745,0,0
0x48d9…649f,16841332.128542308,0,0
0x48e2…1477,1003.206477,0,0
0x48e2…e94e,722.684989,0,0
0x48ea…9fd6,3799.7125252178703,2,601.78232889375
0x4900…466f,1816.0763976122714,0,0
0x493a…342e,199.90474085199176,0,0
0x4945…a6e6,306182.760192079,0,0
0x4951…340f,208.97943176757784,0,0
0x495e…3ea9,4309.826609863744,0,0
0x4967…b1d8,141.0962574549409,3,65.30119009935001
0x4981…a576,363.62826352079054,0,0
0x498d…e4a3,13843.605143164721,0,0
0x499c…7551,30335.238090155657,3,67217.15711677581
0x49a1…55cf,616.9601366965147,0,0
0x49b1…a1e8,6113.971446856792,0,0
0x49b3…471e,8356.5937323548,0,0
0x49b8…7a6f,33389.42484679112,0,0
0x49bb…4c52,157.92474527307346,0,0
0x49c7…0ee4,825489.2716419416,0,0
0x49e3…6cc5,735.688326,12,108013.8005813511
0x49e6…6ac2,10001.689129,0,0
0x49ed…15c9,283.63811373617114,0,0
0x4a0d…9412,1433.855426676997,0,0
0x4a15…bc47,121694.5481322998,0,0
0x4a18…41e0,132.49631530682538,0,0
0x4a2b…de8c,3019148.8246818604,0,0
0x4a2c…8f51,3869944.707133455,0,0
0x4a39…576a,3776215.1793036745,0,0
0x4a41…7201,231039.03744576167,0,0
0x4a49…02f3,105.90359411536926,0,0
0x4a4e…e3d6,178.84811098027805,0,0
0x4a53…6639,69931.6062707885,0,0
0x4a54…04b2,993.2284646301852,5,930.725255615196
0x4a5e…3bac,590.642441,1,21.998102175
0x4a84…e6b3,18797.02203752762,7,60211.512415049176
0x4a8c…6048,445174.19662613166,0,0
0x4a90…711b,1390.4353056951618,11,33871.35627941365
0x4a93…d64d,2223.315733947941,0,0
0x4a9a…0a59,132.33075,0,0
0x4aa1…9941,660.3466775386769,22,4140.048939212148
0x4aa6…ced6,18591.40458798072,0,0
0x4ab4…a5e3,825.4892716419415,0,0
0x4ab8…5fca,139131.66709473587,0,0
0x4abe…4b4a,2091.0528519495556,2,343.8626993732
0x4ac4…f0a2,45656.870909999496,0,0
0x4acc…1163,311218.45579300605,0,0
0x4ad3…68cc,120888.00221080967,0,0
0x4ae9…4420,398.48243116975,7,1281.428785771152
0x4aea…11a3,520.005305,0,0
0x4af6…03e1,246.93904880045054,0,0
0x4af7…f6d7,875335.519426,0,0
0x4af9…a27f,299299.0836903851,0,0
0x4afa…7484,983.0547650722281,2,75.38848612354633
0x4b04…f0cd,12134.69229313654,0,0
0x4b0b…f282,242181.4738479352,1,5710.402842682591
0x4b19…0b2a,1039.6792645477058,10,10002.006959637885
0x4b32…f885,6168.957438720161,0,0
0x4b35…d2f0,843.3871428074833,0,0
0x4b3b…2d2b,12607.042136870836,0,0
0x4b47…1ff7,127905.67792425863,0,0
0x4b55…64b3,487.20039310465654,0,0
0x4b59…e783,765503.6635078066,0,0
0x4b5b…fbb7,10000,0,0
0x4b5d…a6d4,8924.745415,0,0
0x4b68…fced,19825.445155061396,0,0
0x4b69…b4ef,17492.977949571236,0,0
0x4b71…8ca1,165.0978543283883,0,0
0x4b7b…4b2e,135.80998167252793,0,0
0x4b7b…5789,38632.89791284287,0,0
0x4b84…de8e,75958.71574236976,0,0
0x4b85…0904,115056.25861593218,0,0
0x4b86…e737,299.77586573341205,8,2128.930784925
0x4b9b…f279,3833.584677,0,0
0x4b9d…fbc4,242.72587875554302,9,4098.00011096941
0x4baa…5002,123.323161,0,0
0x4baa…b53d,3314.3867186919883,0,0
0x4bb8…e460,6538.218485352009,14,17002.281813773137
0x4bbd…1786,188.59770908678252,4,963.7076733363
0x4bcb…8da4,915.803715298644,6,1693.5166048892968
0x4bcc…1053,26098.897191,0,0
0x4bd1…5841,165.0978543283883,0,0
0x4bde…c6a1,3551.406958,1,52.129742715
0x4bef…e6ec,33019.572094581825,0,0
0x4bfc…e684,720.2713097001658,1,39.605077928418865
0x4bff…8b64,150.76548303268132,4,99.114809579793
0x4c0b…1096,52522.565759509416,0,0
0x4c1e…3594,107330.8854864441,0,0
0x4c23…da40,910.0746585933367,1,21.82867486835955
0x4c2a…854a,2476.4678149258243,0,0
0x4c2b…82b6,1516956.8525563218,0,0
0x4c3c…3751,422.3676008522188,0,0
0x4c48…0832,165.0978543283883,0,0
0x4c4a…32af,2108.8751622955033,1,566.6141649261558
0x4c54…32a6,9927.569344555668,0,0
0x4c57…3909,4106.201931367858,9,977.534018156629
0x4c5e…9166,19032.647216957204,0,0
0x4c61…de66,221.77467583320492,0,0
0x4c6c…4eb1,1160717.4082368282,0,0
0x4c6c…26c2,50804.1660040891,0,0
0x4c6e…3037,604.1320520199538,0,0
0x4c76…bb66,140.38092511140977,0,0
0x4c76…726a,3719.4777150612726,3,674.6488670721619
0x4c8e…0cb7,44255.991160014986,0,0
0x4c8f…c9bd,4795.844474275895,0,0
0x4ca6…7f10,208.682582,0,0
0x4caa…09bd,3467.055010062645,0,0
0x4cb1…a26a,18512.133610845765,0,0
0x4cb7…7cd5,478.2986911348935,0,0
0x4cc4…ea6b,1115569.822720392,0,0
0x4cca…e826,28016.7383849992,0,0
0x4ccb…26ad,253.0950106854193,0,0
0x4cda…2845,103.07866101303722,0,0
0x4cdb…7bd1,50868.47799921411,0,0
0x4cdf…70d6,138.67272757604243,0,0
0x4ce5…d8c1,32291.977084885963,1,812.9252958588061
0x4ce7…62df,123.21343965217274,0,0
0x4cf6…1c8f,3002.996803,0,0
0x4cf8…8cb7,59116.71211869707,0,0
0x4cf8…e66f,262.2297002834558,3,54.77319282593766
0x4d07…0daa,1378.625627434443,3,99.09023269794102
0x4d0e…87e1,168.39981141495608,0,0
0x4d0e…3ec8,170.06246326601462,0,0
0x4d14…4ef7,2286.7182995069315,9,22840.056183391476
0x4d1d…2803,165.0978543283883,0,0
0x4d2a…a54a,7854.3834633398155,16,6314.862549416221
0x4d30…c302,908.0381988061357,0,0
0x4d37…4797,60052.733483349824,0,0
0x4d3a…64ca,165.0978543283883,0,0
0x4d42…990d,559.5916608185869,0,0
0x4d54…62e7,220.6047910547698,0,0
0x4d5e…cd33,92454.79842389746,0,0
0x4d61…bcce,1411.3755367324757,4,172.29364826868397
0x4d65…d7cf,7779.938638911325,0,0
0x4d66…667e,39179.237050914904,0,0
0x4d6e…778e,1216.467408164194,0,0
0x4d80…f41b,165.14384646092415,0,0
0x4d91…ac2d,2726.4715098973916,0,0
0x4d92…ef79,288.66282914861006,3,95.38899887848372
0x4db7…2565,55766.773847086486,0,0
0x4dca…bb2b,236205.42808055348,0,0
0x4dd1…e45c,102.5099719026396,4,61.542995482500004
0x4ddb…6e67,236239.8851943155,0,0
0x4ddd…c6cc,1558.8663569258526,0,0
0x4de0…f418,1083.3776661987872,0,0
0x4df9…2643,1057.7058058897378,0,0
0x4e02…4002,1821.1121656446292,0,0
0x4e04…335d,7428.0002090691605,0,0
0x4e0d…4000,34833.9852921396,0,0
0x4e24…ae05,73298.3745302835,0,0
0x4e34…8872,2146.272106269048,0,0
0x4e4e…de0a,1886.9592813166953,0,0
0x4e5c…36dc,527628.7891897765,1,3160.5434363808
0x4e6b…3cb7,115.56849802987182,0,0
0x4e77…c9c0,183469.58596708573,0,0
0x4e7e…99c4,97815.77181664786,1,1923.2093964956275
0x4e8c…916b,184773.0118566138,0,0
0x4e8d…1d41,6121.545972973618,0,0
0x4e96…694e,5430.751413038552,0,0
0x4e98…08a1,36804.62441904822,0,0
0x4ea7…205e,89800.25138736129,0,0
0x4eb5…3da1,10664.12262004799,0,0
0x4eb8…8b22,1008.2660017919362,0,0
0x4eb9…8bd5,123942.00814671136,0,0
0x4ebc…0f74,12594.075262323011,0,0
0x4ec9…0375,858.6433511836563,0,0
0x4ed1…4d90,18259.032972939134,0,0
0x4ed6…c42d,247151.48792959732,0,0
0x4edc…83ff,4478.623262724631,1,113.21710806
0x4ede…d138,105.06683133550652,1,5.7015586927373
0x4efd…0720,4986.800157372398,0,0
0x4eff…060e,750.4330229999999,0,0
0x4f03…2976,15209.522506884343,3,4143.759064545799
0x4f13…e232,5785.228828116407,0,0
0x4f16…c5f9,5817.165405413711,0,0
0x4f1a…a540,463.50022476475186,0,0
0x4f2b…85b4,554.3271011105245,5,233.975980791461
0x4f33…d7ac,13207.828346271064,0,0
0x4f35…6c2c,595.2425272975895,0,0
0x4f3a…cb81,142.05185250570725,0,0
0x4f3d…379b,223035.27381480232,0,0
0x4f44…7c4a,22417.109897665556,1,168.2789066175
0x4f48…4994,167.37929470000708,0,0
0x4f58…aa0e,4952.935629851649,0,0
0x4f5e…8ab4,122.7272922383559,0,0
0x4f5f…57c3,165.0978543283883,0,0
0x4f60…980b,1334.224539,0,0
0x4f7c…3345,6873.233733761633,0,0
0x4f8f…e116,62469.10437037247,0,0
0x4fa3…9f87,4919.983072162846,0,0
0x4fad…a18f,132.96375179167353,3,126.36830110382499
0x4fc8…51fe,113.56096128239932,0,0
0x4fcf…4bbc,450.4401272700964,0,0
0x4fd1…3a81,581.1444472359269,0,0
0x4fd2…ee39,165.0978543283883,0,0
0x4fdc…ddb0,352.101662,35,8909.731493415
0x4fdc…eeb3,1166.6585055108071,3,1983.1808354631764
0x4fe2…7abb,664.733271187931,4,87.80128317176678
0x4ff9…445b,862.4487032394485,0,0
0x4ffc…a6f6,756.3283877785939,6,1598.8157647591454
0x5004…5f9c,14202.820982043613,0,0
0x500b…040a,820.1083978454634,0,0
0x500e…f0f6,8657.555188529166,21,282077.29582173633
0x5011…61f9,34482.98484509681,0,0
0x5025…b3dd,185082.13201838647,0,0
0x502f…c096,8559.225061217347,0,0
0x5037…52e4,168.39981141495608,0,0
0x503c…d1a6,145.19597394697038,5,44.898214591397036
0x503d…69b3,2248.8170155260686,0,0
0x503f…609b,61047.116718306854,1,1482.9483960682621
0x5066…014c,241.107331,1,9.15044067
0x506c…419d,188.13494330234397,23,5386.100024275587
0x5073…f8ca,217.29767769185224,4,165.80973987573466
0x5073…eed4,465.0764363273741,0,0
0x5076…6846,600.000191,0,0
0x5079…eb4f,3093.478872212095,0,0
0x508b…26bb,1254.7436928957509,0,0
0x5090…5f52,105.18604967738297,0,0
0x5096…43c2,15739.635269980126,0,0
0x5098…7dac,660.3914173135532,0,0
0x50a4…8940,3601.515644305182,0,0
0x50a7…ea98,648.5951777653333,1,27.56639777909098
0x50bc…74f3,74511.76492300394,0,0
0x50bc…fe7c,2523976.2999939043,0,0
0x50c4…a5bf,10997.882771434464,4,7034.198933522589
0x50db…b8bf,148.5880688955495,0,0
0x50ec…ab3c,781.1327489173431,0,0
0x50ed…a519,7921.777202582138,2,557.7482942849999
0x50ee…fd30,6766.885705077884,0,0
0x50f1…6935,121.14675467211522,0,0
0x510f…9dcb,695537.357433692,3,43972.60789515791
0x5119…4fb5,101.44373498195692,0,0
0x5124…6bf7,165.11516413285992,0,0
0x512d…09f6,1252254.8948807218,0,0
0x512e…3bab,11619.492549641214,0,0
0x5131…70e5,825.4892716419415,0,0
0x5134…5234,163.5655660270956,0,0
0x513b…6eb7,344.3469352390797,0,0
0x513d…cb39,301462.7462649006,0,0
0x516f…220d,511.9644982009373,12,2421.242486140623
0x5179…7090,13199.660788262563,0,0
0x5198…34b4,145.79443133461274,0,0
0x519c…d19f,1157.7062077071962,0,0
0x51a3…1035,106.7243430208399,0,0
0x51aa…28d3,2836.1319500717127,1,121.5081165375
0x51d3…7fa0,412.74463582097076,0,0
0x51de…15ee,3364.9615934815,5,4334.026088121632
0x51e9…868c,416.4636785295949,2,14.40576293397105
0x51f0…cd5e,256.7140266746312,0,0
0x5204…c0b0,168.56081993856964,0,0
0x5212…062b,2319.6248533138555,0,0
0x5216…9e48,25259.971712243412,0,0
0x5228…a00f,417256.3033895135,0,0
0x5232…73be,23775.734078945996,0,0
0x5237…c6e5,5494.963078,0,0
0x5238…7702,1505.8186153885636,0,0
0x5240…f498,279.33870569389916,0,0
0x5241…4174,2078.383534,2,222.92617495500002
0x524b…8755,169143.50154946418,1,2779.0867592562295
0x5256…db29,247646.78149258246,0,0
0x525a…ed2c,19168.65600302677,0,0
0x525c…7a4d,1364.1661731201,1,70.00235228645853
0x5270…8e2a,825.4892716419415,0,0
0x5274…7cc9,426.9058321288109,8,2700.717136194342
0x5277…ca59,8694.411002631541,0,0
0x527a…3ccb,165.0978589066569,0,0
0x5295…81c6,240600.62587117986,1,6336.519964597091
0x5295…eed6,336.194913672766,0,0
0x529b…bfd9,1974.0342012724739,0,0
0x529f…bc10,4904.107142074365,0,0
0x52a7…3b41,27313.279943752786,0,0
0x52a7…803e,1762.267967,0,0
0x52a9…2695,1991.3139710163061,0,0
0x52b1…d6dd,13035.97694649408,0,0
0x52d9…8e21,29375.847473430982,7,3669.0828100849235
0x52da…725c,324584.27407572535,0,0
0x52e3…faf1,50020.203517873924,0,0
0x52ea…f5d1,311.86509522396415,1,14.6450063795
0x52ee…aae3,1763150.7659618799,0,0
0x5300…5976,16665.90796913434,0,0
0x5302…3e2f,27372.31011625842,0,0
0x5314…2b54,128.10599606799875,0,0
0x531b…fd85,655.3617747226668,7,1587.3644449086637
0x532f…5105,4044.897540122675,0,0
0x532f…ab3c,644.152083,0,0
0x5333…24b8,62800.56146020587,0,0
0x5335…062c,247.18924547554977,3,47.82393226899268
0x533b…da28,1602.2201446161098,0,0
0x5341…cb6b,1051.4296835510143,0,0
0x5355…14b7,182197.82182243245,0,0
0x535c…8497,5770.141831600175,0,0
0x5368…9da3,104592.7725454866,0,0
0x536e…d45a,16509.78543283883,0,0
0x5380…c023,968.8788560168779,0,0
0x538b…349f,148588.06889554948,0,0
0x5394…4106,403193.4437225296,2,23401.6620520725
0x53ab…09bd,63088.73523208653,0,0
0x53b2…d4e1,440371.6880985708,6,34626.62222388833
0x53b7…3e6b,14403.071398416354,0,0
0x53c0…7b01,362482.56292068557,0,0
0x53d6…2622,3950.0765571992793,0,0
0x53e3…d12c,25101.482855161936,0,0
0x53e6…4329,1485.8806889554949,0,0
0x53e9…b9b8,772228.3903946264,0,0
0x53f3…d0ea,82787.2973257129,0,0
0x53f6…32c5,40272.17960800644,5,80185.31710315277
0x5404…87a7,127802.15146200615,0,0
0x5408…821d,60298.78788314373,0,0
0x540a…5928,165.0978543283883,0,0
0x5413…ed47,110034.38161572447,1,4956.43213678875
0x5429…48b7,4318.34076407354,0,0
0x5437…5413,470.01684143329567,4,243.7957077645347
0x543a…f94a,161764.8809017468,0,0
0x5445…41bc,16701.80303512004,0,0
0x5448…6d63,9623.529986804822,0,0
0x544a…5251,383475.7427824551,0,0
0x544a…2aee,14858.806889554948,0,0
0x5452…39be,10494.971021762976,0,0
0x5460…7d45,109624.37113099999,0,0
0x5481…2ae5,292.02950704302697,3,50.65325013
0x5492…569b,181.60763976122715,0,0
0x5497…bdd2,119756.1925486767,3,11306.254083611715
0x5498…2f91,12176.687643936102,1,457.053556095
0x549d…1f8c,2008.7398042500674,0,0
0x54a2…a283,740.0340478414371,0,0
0x54ae…fd28,106967.16803097232,0,0
0x54b3…e488,4661302.486239469,0,0
0x54c2…a73c,571023.8746142366,0,0
0x54cf…b708,109.22877292315091,8,1124.6316618527853
0x54d3…b92c,8404.557024350526,0,0
0x54f8…a57e,882.297615,0,0
0x5515…f39e,119.85690199999999,5,115.900378335
0x551b…7312,1269726.393090957,0,0
0x551b…39ba,104167.23014729231,0,0
0x5530…9e0a,106.06291967220378,4,395.0699355523131
0x5538…ac3a,146.94562162166616,0,0
0x5539…9dc9,237766.460042,0,0
0x553a…a03c,207.532737,2,22.356769455
0x553e…13fb,1868.9509527174955,11,2718.5513157402
0x5541…e66c,165.0978543283883,0,0
0x5546…c7bf,1535.0475708682648,12,4565.649832722593
0x554c…add9,184867.7467913232,0,0
0x5557…1196,2986.5949695074864,0,0
0x5562…0af9,7192.776134146909,19,35434.61806112569
0x5564…98d8,1320.7828346271065,0,0
0x556a…2d00,439672.6953787599,0,0
0x5572…7229,330.1957086567766,0,0
0x5573…f5e3,10894.768967945874,1,387.7101678457059
0x5578…c762,223.48675063284216,0,0
0x5581…0a86,12901.108239215751,2,2925.3773113909147
0x5583…4e3e,6616.809426473848,1,141.09255198479417
0x5589…f2f0,314825.8979506236,3,46454.20471315391
0x5597…74bc,22159.930969386853,0,0
0x559c…3833,1981.1742519406598,0,0
0x55a0…9ac1,2440.0656914040283,11,110720.08160871
0x55b1…9b3c,140729.301816109,0,0
0x55b3…327c,165097.85432838832,0,0
0x55bb…d950,2558.316842881237,0,0
0x55c1…1cd9,953.1751732104153,7,2852.4217613410447
0x55c4…edb7,11948.453217843691,0,0
0x55eb…e949,600.0579613354494,0,0
0x55fb…6a24,84204.67335580636,0,0
0x5607…3854,5335.7116429959415,5,3676.3805405775
0x560c…5705,247037.282254,0,0
0x560d…53c6,3613.3365599999997,4,456.34623563233316
0x560f…e562,135.58209923490276,0,0
0x5624…5ded,12547.437175651532,0,0
0x5639…da18,649.5508576788252,2,24.802866622317907
0x5646…021c,433.0548677192836,4,306.09795407064195
0x5654…075c,249.88280535995153,0,0
0x5658…c587,168911.629938,0,0
0x5663…4086,5283.903501130294,0,0
0x5668…22dc,212.2725922339751,0,0
0x5671…7335,3072.6184493036503,0,0
0x5674…272e,570.9967536330862,15,5069.225869345283
0x5676…e65d,2369.4341452609583,0,0
0x5680…8975,57894.930283135975,0,0
0x5699…bf3b,168.59262037274692,0,0
0x569d…c817,39185.41632640743,20,143212.18432004965
0x56b4…7cab,132984.51741363335,0,0
0x56c2…479b,165.0978543283883,0,0
0x56c7…1f20,165.0978543283883,0,0
0x56c8…a0ef,62733.00510168683,1,1350.8747598501711
0x56d1…e732,468.14461854140984,0,0
0x56d5…8599,120.54911999999999,0,0
0x56d7…2cad,132.07828346271066,0,0
0x56de…af9f,9790.850331422187,4,2315.992055930486
0x56ed…f2c0,15171.038007173429,9,7650.397961116392
0x56f8…0c3b,1568.429616119689,0,0
0x5705…f3ac,316661.097856,0,0
0x5708…1fd4,148943.27375842098,0,0
0x5722…4056,54762.331428571946,0,0
0x5723…4a97,871.1891245318424,0,0
0x5729…7eb3,399.05270435768256,0,0
0x572a…b4a2,4919.916058985972,0,0
0x572d…e4e1,15000000,0,0
0x572f…ad82,7549.152923719196,0,0
0x572f…ed0a,2925.6656568998087,3,525.4931138581157
0x5732…6101,280.66635235826016,0,0
0x5733…87e2,476039.4211205973,0,0
0x573c…7e03,287562.5232303624,0,0
0x5749…e25b,2620.133156957769,0,0
0x5753…3418,82412.15856481116,0,0
0x5761…b54b,3219.408159403572,0,0
0x576d…af0f,467.35106299999995,0,0
0x5772…68a9,590.2831306702222,0,0
0x577b…548c,1148.408736690734,1,35.408896963661896
0x578b…8fe5,307.2760460255186,5,439.3411169849084
0x57b8…0102,126.21593185816984,9,1963.8046237280946
0x57c7…94ec,185368.6805291798,4,4432.188578687478
0x57da…ab33,200,0,0
0x57df…a155,10527.5367421058,0,0
0x57e6…137a,120.17601017671677,2,13.5413544525
0x57ee…5c43,7572.98285861575,0,0
0x57f4…fa80,16189.099686157915,0,0
0x57f6…f4b1,120.85612099999999,0,0
0x57f6…cdd8,1109.7847292785445,5,919.249657459476
0x57f7…7c3b,15796.62155934424,0,0
0x57fb…09cf,784.9900071681561,7,248.7049896230019
0x5809…e939,11205.739502299679,0,0
0x5813…3663,3406.09288349073,0,0
0x5814…13fc,1650.978543283883,0,0
0x581c…ac03,22912.83315011204,1,737.1609151708346
0x581d…223f,43185.15573533735,0,0
0x5823…0b31,548.5414929657449,0,0
0x5825…f7f1,219.89181410025967,0,0
0x5828…7f5f,747.8626143892712,6,1094.42792844
0x5830…7688,98039.50715629797,0,0
0x5842…dc53,11873.639410375046,0,0
0x584c…da48,32874.45985835932,0,0
0x5866…0f34,263.38751093532403,0,0
0x587c…c233,123.91491268281298,7,880.514770184815
0x5889…2844,277.0286559443247,0,0
0x588b…b36b,12362152.111329418,0,0
0x58aa…49b5,157.18593322482548,37,14298.94008252577
0x58ae…dea4,12169.410759142807,0,0
0x58af…d1ec,44576.42066866485,0,0
0x58c0…dd0a,10560767.575067203,0,0
0x58c1…df50,122.44504175270313,2,20.287998264375
0x58c2…07ad,14716.130341109778,0,0
0x58d4…3bef,165.0978543283883,0,0
0x58e9…0be1,28292.06726836574,0,0
0x58ff…e61a,265.55734310798323,2,33.91759737227359
0x590d…d319,408072.6627216715,0,0
0x5916…753f,204856.428761,0,0
0x5920…5340,45571.83299159873,0,0
0x5922…229f,47921.415139847566,1,924.8357591805557
0x592b…7e07,180.86253499999998,1,6.93041319
0x592c…871e,316033.5950416239,0,0
0x5934…9eda,530.1957086567766,0,0
0x5938…ae8f,6798.779259570394,0,0
0x593f…c969,577.8424901493592,0,0
0x5945…ffe6,9839.716434318294,0,0
0x5958…00b4,860.6264444288474,2,58.921359525
0x596a…049c,3639.501679,0,0
0x5980…7876,152.353149,2,597.2104972641342
0x5989…a08a,683.0671093880067,0,0
0x598b…ebc6,2378966.5149158747,0,0
0x598b…d22e,3301957.0865677665,0,0
0x598c…a6ec,269.09887978434585,0,0
0x59a1…fa2f,324.77550836812,7,2462.9706996566
0x59a3…b635,951.4636738126127,1,43.7265472608
0x59ce…b53c,26928.042648753984,0,0
0x59cf…e26d,66543.71057868899,0,0
0x59d5…5cf4,541.8740709189874,0,0
0x59e1…fd1f,1211738.4505185152,0,0
0x59e2…1485,720.4186752927387,6,1094.5975866370563
0x59ea…9d20,7826.331557088055,0,0
0x5a01…2968,108730.73222690236,0,0
0x5a03…c51f,142781.87900647605,0,0
0x5a07…aa1f,2464.796974293096,2,94.60546731677064
0x5a09…2b3a,148258.20457070746,0,0
0x5a0c…5818,554096.7751317516,0,0
0x5a14…3c26,301703.09265999997,0,0
0x5a16…8fc6,263.4195364664664,6,775.1108212808821
0x5a1d…cbe8,329.39709446890305,3,255.92202968839666
0x5a1d…2a2f,165.0979029549648,0,0
0x5a20…103c,128893.80728256586,0,0
0x5a33…a64d,330.1957086567766,0,0
0x5a40…c45a,1192.773048022364,0,0
0x5a4e…cd07,5613.327047165203,0,0
0x5a52…6b4c,3400.4683368731758,1,82.39544705590346
0x5a53…c2c7,3268.5433009999997,0,0
0x5a58…1968,30423.526897857017,0,0
0x5a5a…c41f,196.77784625253196,10,5359.948173297095
0x5a5e…57ff,18455.358567500007,0,0
0x5a5e…0ca6,5303.233903604489,0,0
0x5a80…b7c1,3914.13879734862,0,0
0x5a81…6855,1163.952210984421,7,3449.0281176640424
0x5a8d…3370,358.26138011634737,11,1217.815885502494
0x5a9a…4711,138.94061252829,4,79.66551468720988
0x5a9b…6820,412.74463582097076,0,0
